"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"287119",12000," 60 months",14.99,"C","C5","9 years","OWN",50000,"Verified","debt_consolidation","120xx",32.54,0,"Oct-83",1,18,1,15766,63.3,52
"421529",5000," 36 months",12.49,"B","B4","n/a","OWN",16633,"Verified","medical","985xx",20.53,0,"Apr-00",0,8,0,2419,31,31
"830404",15400," 36 months",5.93,"A","A1","2 years","MORTGAGE",135000,"Source Verified","debt_consolidation","906xx",10.48,0,"Aug-02",0,18,1,15721,34.6,22
"163467",7800," 36 months",18.49,"D","D2","1 year","MORTGAGE",42500,"Not Verified","debt_consolidation","294xx",20.58,0,"Mar-00",0,19,0,5187,63.3,37
"528067",25200," 60 months",7.89,"A","A5","10+ years","RENT",65000,"Source Verified","debt_consolidation","773xx",11.1,0,"Sep-00",0,6,0,1372,5.3,23
"668249",32300," 36 months",19.19,"E","E3","10+ years","RENT",85000,"Verified","debt_consolidation","330xx",24.35,1,"Mar-99",1,23,1,23909,60.1,38
"634385",24925," 60 months",24.99,"F","F4","10+ years","MORTGAGE",65000,"Verified","home_improvement","301xx",32.72,0,"Jun-98",3,9,1,976,23.2,42
"824535",9000," 36 months",6.92,"A","A4","1 year","MORTGAGE",80000,"Not Verified","credit_card","296xx",19.19,0,"Sep-08",0,12,0,16805,51.8,12
"298185",12000," 36 months",13.35,"C","C2","4 years","RENT",50000,"Source Verified","debt_consolidation","077xx",23.96,0,"Oct-02",0,9,1,6742,41.6,28
"377599",16000," 60 months",13.98,"C","C3","10+ years","MORTGAGE",58000,"Not Verified","debt_consolidation","740xx",33.54,0,"Oct-93",0,7,0,5482,55.4,40
"577835",7000," 36 months",9.17,"B","B2","4 years","RENT",55000,"Source Verified","medical","913xx",15.15,0,"Feb-01",0,17,0,16830,22.9,41
"574107",15000," 36 months",7.26,"A","A4","10+ years","MORTGAGE",77000,"Not Verified","debt_consolidation","442xx",16.27,0,"Nov-00",0,15,0,6398,13,42
"860294",5600," 36 months",11.44,"B","B4","4 years","RENT",19000,"Source Verified","credit_card","201xx",11.18,0,"Jan-08",1,6,0,6494,63,6
"192743",13700," 36 months",13.11,"B","B4","10+ years","MORTGAGE",96000,"Verified","debt_consolidation","300xx",10.81,0,"Aug-06",0,3,0,6033,61.6,4
"822029",20000," 36 months",6.68,"A","A3","6 years","MORTGAGE",1e+05,"Source Verified","debt_consolidation","880xx",15.28,1,"Jul-95",0,14,0,19812,44,29
"337297",10200," 60 months",15.61,"D","D1","10+ years","RENT",48000,"Source Verified","debt_consolidation","723xx",13.05,0,"Jun-97",0,12,1,919,11.2,33
"428631",5225," 36 months",23.43,"F","F1","2 years","MORTGAGE",70000,"Verified","small_business","852xx",28.56,0,"Apr-01",3,16,1,12713,66.9,27
"648894",10000," 36 months",9.99,"B","B3","3 years","RENT",70000,"Not Verified","debt_consolidation","228xx",20.63,0,"Nov-09",0,12,0,11360,30.1,15
"78399",9000," 36 months",10.99,"B","B2","10+ years","MORTGAGE",83000,"Verified","debt_consolidation","221xx",26.44,2,"Aug-00",0,8,0,24861,81,18
"721699",16000," 36 months",8.18,"B","B1","10+ years","RENT",665000,"Not Verified","debt_consolidation","212xx",3.28,0,"Apr-98",0,21,1,15263,30.5,37
"361889",35000," 60 months",14.99,"C","C5","3 years","MORTGAGE",240000,"Verified","debt_consolidation","773xx",19.86,2,"Aug-88",1,17,0,61824,23,53
"643691",31200," 60 months",19.19,"E","E3","10+ years","RENT",96492,"Source Verified","debt_consolidation","913xx",17.69,1,"Nov-00",1,16,1,10885,57.9,38
"531787",21000," 36 months",7.89,"A","A5","7 years","MORTGAGE",125000,"Not Verified","debt_consolidation","740xx",27.21,0,"Jul-02",0,15,0,65007,60.8,27
"809900",35000," 60 months",12.29,"C","C1","10+ years","MORTGAGE",102000,"Verified","debt_consolidation","211xx",9.93,0,"Jun-85",0,7,0,40107,77.1,22
"72555",17625," 60 months",17.76,"D","D1","6 years","RENT",40000,"Verified","debt_consolidation","530xx",12.12,0,"Oct-01",0,6,0,7834,76.1,11
"581080",14000," 60 months",13.33,"C","C3","6 years","MORTGAGE",110000,"Source Verified","home_improvement","335xx",3.62,0,"May-93",0,9,0,8650,22.2,50
"502096",5000," 36 months",11.22,"B","B5","9 years","OWN",57900,"Source Verified","debt_consolidation","958xx",2.72,0,"Jun-97",0,2,0,6541,40.9,4
"28403",17000," 36 months",16.82,"E","E2","7 years","RENT",49896,"Not Verified","debt_consolidation","112xx",10.8,0,"Apr-05",0,8,0,15703,94,11
"24820",7000," 36 months",15.95,"D","D4","5 years","MORTGAGE",70000,"Source Verified","home_improvement","295xx",17.71,0,"Dec-98",2,4,1,5346,72.2,16
"273558",25000," 36 months",6.49,"A","A2","7 years","MORTGAGE",70000,"Source Verified","debt_consolidation","253xx",14.54,0,"Oct-93",0,26,0,26665,29.8,35
"657308",5000," 36 months",11.53,"B","B5","2 years","RENT",28000,"Not Verified","medical","338xx",28.33,0,"Dec-04",0,6,0,7198,51,9
"114532",20000," 36 months",6.62,"A","A2","10+ years","MORTGAGE",50000,"Verified","debt_consolidation","768xx",13.97,2,"Jul-91",0,11,0,11054,30.1,31
"360909",19500," 60 months",12.49,"B","B5","9 years","RENT",165000,"Verified","credit_card","100xx",1.59,0,"Jul-06",0,3,0,4429,26.5,3
"397542",5600," 36 months",18.25,"D","D3","2 years","RENT",16800,"Source Verified","medical","770xx",15.57,3,"Apr-06",2,12,0,5918,27.3,16
"766895",16000," 36 months",6.68,"A","A3","10+ years","MORTGAGE",1e+05,"Source Verified","debt_consolidation","787xx",10.67,0,"Oct-85",0,11,0,28741,65,36
"732758",1500," 36 months",13.99,"C","C4","2 years","RENT",38000,"Not Verified","debt_consolidation","366xx",5.96,0,"Jun-06",0,7,0,7260,52.6,11
"711684",1000," 36 months",13.99,"C","C4","n/a","MORTGAGE",52000,"Source Verified","other","212xx",15.58,0,"Apr-90",1,11,0,5747,75.6,22
"191503",10000," 36 months",13.11,"B","B4","2 years","RENT",60000,"Not Verified","credit_card","452xx",12.12,0,"May-04",0,9,0,7938,52.2,12
"322056",15000," 36 months",7.12,"A","A3","3 years","RENT",70000,"Source Verified","debt_consolidation","801xx",22.75,0,"Jul-99",1,9,0,9463,35.7,18
"338125",1800," 36 months",14.99,"C","C5","4 years","RENT",40000,"Not Verified","debt_consolidation","557xx",22.29,0,"Sep-03",1,11,0,21798,67.1,18
"581029",25000," 36 months",7.26,"A","A4","2 years","MORTGAGE",318000,"Source Verified","credit_card","121xx",4.4,0,"Nov-89",0,9,0,39617,75.7,24
"443914",15000," 36 months",11.99,"B","B3","10+ years","RENT",71000,"Source Verified","credit_card","941xx",23.26,0,"Jul-93",0,8,0,37614,83.2,16
"702597",7500," 36 months",12.29,"C","C1","4 years","MORTGAGE",35000,"Source Verified","debt_consolidation","381xx",15.12,0,"Feb-06",0,6,0,2217,56.8,9
"94862",20000," 60 months",10.64,"B","B2","5 years","RENT",45000,"Verified","debt_consolidation","085xx",23.71,0,"Jul-02",0,3,0,4581,38.5,13
"733424",22525," 60 months",18.25,"E","E1","10+ years","OWN",49000,"Source Verified","home_improvement","550xx",37.57,1,"Sep-92",0,9,0,13735,88.6,21
"402621",14000," 60 months",18.25,"D","D3","6 years","MORTGAGE",110000,"Source Verified","other","606xx",11.63,0,"Jan-94",1,8,0,1650,25,36
"431607",12800," 60 months",13.65,"C","C1","3 years","RENT",70000,"Source Verified","credit_card","973xx",18.93,0,"Feb-94",3,8,0,4748,71.9,22
"420138",11000," 36 months",12.49,"B","B4","n/a","MORTGAGE",48000,"Verified","credit_card","015xx",17.75,0,"Aug-89",2,11,0,11056,73.2,21
"304814",23000," 60 months",9.17,"B","B1","n/a","MORTGAGE",52427.05,"Verified","credit_card","972xx",22.41,0,"Jul-82",0,7,0,34012,69.7,19
"313037",2400," 36 months",20.2,"E","E3","1 year","RENT",32000,"Not Verified","debt_consolidation","973xx",31.92,0,"Jan-03",0,5,1,1538,39.4,6
"871551",20000," 36 months",17.14,"D","D4","8 years","OWN",58000,"Verified","home_improvement","441xx",26.44,0,"Aug-05",0,14,0,25742,49.3,27
"453987",20000," 36 months",14.98,"C","C3","10+ years","MORTGAGE",129758,"Verified","debt_consolidation","221xx",24.83,1,"Jun-87",0,13,0,34782,91.8,21
"343451",12000," 60 months",16.99,"D","D3","10+ years","RENT",43000,"Verified","other","073xx",23.52,0,"Dec-03",2,12,0,6131,40.1,19
"64660",6000," 36 months",16.2,"C","C4","< 1 year","RENT",28000,"Verified","debt_consolidation","766xx",31.89,0,"Jul-03",0,9,0,6322,63.2,23
"834833",34750," 36 months",8.18,"B","B1","10+ years","MORTGAGE",150000,"Verified","credit_card","913xx",15.73,0,"Nov-90",1,15,0,41813,68.5,25
"15236",6000," 36 months",8.49,"A","A5","10+ years","OWN",114000,"Source Verified","medical","180xx",20.92,0,"Feb-83",1,15,0,34562,71.4,43
"849935",20000," 36 months",12.99,"C","C2","7 years","MORTGAGE",106000,"Source Verified","debt_consolidation","701xx",18.61,0,"May-00",0,29,0,17151,38.5,43
"194621",4400," 36 months",8.9,"A","A5","5 years","MORTGAGE",104000,"Not Verified","major_purchase","956xx",11.67,0,"May-00",1,7,0,20129,59.7,24
"442063",10000," 36 months",14.64,"C","C3","10+ years","RENT",108000,"Source Verified","debt_consolidation","118xx",6.2,1,"Jun-00",5,15,0,7941,30.5,32
"136408",1400," 36 months",18.75,"D","D3","2 years","RENT",115000,"Not Verified","debt_consolidation","222xx",11.73,5,"Feb-02",0,16,0,740,49.3,32
"434759",24000," 36 months",9.67,"B","B1","10+ years","OWN",56000,"Source Verified","debt_consolidation","285xx",24.43,4,"May-93",1,18,0,16272,34.5,41
"497121",8800," 36 months",11.99,"C","C1","3 years","MORTGAGE",60000,"Source Verified","debt_consolidation","646xx",19.57,0,"Nov-08",0,10,0,15945,58.4,11
"545427",4000," 36 months",9.17,"B","B2","10+ years","MORTGAGE",69000,"Verified","credit_card","433xx",13.51,0,"Nov-99",0,11,0,8323,79.3,26
"25680",3800," 60 months",7.88,"A","A5","4 years","MORTGAGE",36000,"Not Verified","car","315xx",23.83,0,"Dec-96",0,10,0,2279,22.8,19
"119806",18825," 60 months",24.08,"F","F2","6 years","MORTGAGE",42000,"Verified","debt_consolidation","438xx",16.86,0,"Jul-02",1,6,0,17123,89.6,9
"112418",13300," 60 months",20.8,"E","E1","2 years","MORTGAGE",1e+05,"Source Verified","credit_card","462xx",16.01,0,"Nov-99",1,13,2,4775,72.3,35
"276039",7000," 36 months",12.49,"B","B5","10+ years","OWN",52000,"Not Verified","debt_consolidation","650xx",23.47,0,"Apr-00",1,11,0,6218,55.5,46
"776176",21000," 60 months",12.69,"C","C2","10+ years","RENT",145000,"Source Verified","debt_consolidation","358xx",24.12,2,"Dec-92",0,15,0,28083,59.8,37
"708655",24200," 60 months",19.19,"E","E3","5 years","RENT",55000,"Verified","debt_consolidation","983xx",22.28,0,"Sep-92",0,5,0,32097,101.3,7
"110120",4000," 36 months",13.68,"C","C1","1 year","OWN",26000,"Verified","credit_card","816xx",19.15,0,"Dec-04",0,13,0,27469,84.5,15
"516348",35000," 36 months",7.89,"A","A5","2 years","OWN",110000,"Source Verified","credit_card","018xx",13.64,0,"Mar-01",2,13,0,36635,39.1,21
"24828",8000," 60 months",15.21,"D","D2","10+ years","MORTGAGE",75000,"Verified","renewable_energy","061xx",17.71,0,"Apr-90",0,13,0,20064,49.7,26
"372208",15000," 60 months",14.99,"C","C5","9 years","MORTGAGE",105000,"Source Verified","debt_consolidation","117xx",5.44,1,"Jul-92",3,12,0,12474,28.1,26
"592966",7000," 36 months",13.33,"C","C3","10+ years","MORTGAGE",88000,"Verified","credit_card","145xx",24.64,1,"Apr-05",0,14,0,22449,88.7,21
"344098",5450," 36 months",12.49,"B","B5","n/a","MORTGAGE",40344,"Source Verified","credit_card","958xx",8.39,1,"Jan-80",0,10,1,5568,19,22
"373386",9000," 36 months",13.35,"C","C2","10+ years","MORTGAGE",50000,"Not Verified","credit_card","212xx",21.77,0,"Jul-03",1,16,1,7348,35.2,27
"70364",6075," 36 months",19.52,"D","D4","4 years","RENT",25000,"Source Verified","debt_consolidation","443xx",13.97,0,"Mar-04",0,12,0,5994,45.1,17
"427484",11000," 36 months",9.67,"B","B1","2 years","MORTGAGE",50000,"Not Verified","credit_card","461xx",28.45,0,"Jun-04",0,21,0,10540,60.6,43
"734146",20000," 60 months",12.29,"C","C1","10+ years","RENT",56300,"Source Verified","credit_card","335xx",24.66,0,"Oct-05",3,27,1,9603,27.2,36
"188142",16000," 60 months",17.27,"C","C5","8 years","MORTGAGE",36000,"Source Verified","debt_consolidation","718xx",17.83,0,"Feb-93",1,11,0,21978,87.9,29
"137959",18000," 60 months",12.12,"B","B3","10+ years","MORTGAGE",51200,"Verified","house","637xx",3.07,0,"Sep-97",3,8,0,6329,26.9,16
"812339",9600," 36 months",10.99,"B","B4","3 years","MORTGAGE",69000,"Not Verified","debt_consolidation","843xx",17.11,0,"Sep-09",0,14,0,14794,66.9,22
"138057",2000," 36 months",23.28,"F","F2","1 year","RENT",96000,"Not Verified","moving","949xx",18.39,0,"Feb-82",1,5,0,1223,81.5,8
"469640",8000," 36 months",10.78,"B","B4","10+ years","MORTGAGE",108000,"Verified","debt_consolidation","331xx",15.01,1,"Dec-85",2,24,0,17254,25,44
"154580",12000," 36 months",11.14,"B","B2","3 years","RENT",74000,"Not Verified","debt_consolidation","606xx",26.3,0,"Aug-98",2,12,0,13877,26.6,25
"313428",14000," 36 months",10.15,"B","B2","10+ years","RENT",87500,"Not Verified","debt_consolidation","308xx",27.92,0,"Oct-92",0,11,0,37247,71.1,31
"858707",16500," 60 months",10.49,"B","B3","9 years","MORTGAGE",145000,"Not Verified","credit_card","662xx",5.98,0,"Mar-02",0,10,0,22172,45.7,21
"640716",9000," 36 months",9.99,"B","B3","3 years","MORTGAGE",52000,"Source Verified","credit_card","463xx",16.71,1,"Sep-97",1,11,1,5509,34.9,26
"672891",12500," 60 months",13.99,"C","C4","4 years","RENT",44000,"Verified","debt_consolidation","234xx",27.85,0,"Aug-97",0,17,0,3624,18,48
"173890",4950," 36 months",17.77,"D","D1","4 years","RENT",30000,"Verified","major_purchase","720xx",9.32,0,"Oct-07",0,9,0,1663,22.5,18
"354025",25000," 36 months",6.49,"A","A2","5 years","OWN",65000,"Source Verified","debt_consolidation","064xx",23.38,0,"Aug-01",0,19,0,15218,30.7,41
"284487",3600," 36 months",11.67,"B","B4","10+ years","OWN",68000,"Not Verified","other","346xx",20.24,1,"Nov-88",0,10,0,12193,52.8,25
"244968",6000," 36 months",6.49,"A","A2","4 years","RENT",76000,"Source Verified","credit_card","463xx",9.08,0,"Jan-97",0,10,1,5929,32.8,27
"684929",12000," 36 months",7.26,"A","A4","1 year","MORTGAGE",80000,"Not Verified","debt_consolidation","927xx",10.82,0,"Apr-00",0,8,0,12182,48.5,36
"350999",16800," 36 months",13.98,"C","C3","2 years","RENT",50000,"Source Verified","debt_consolidation","890xx",30.17,0,"May-03",1,6,0,5063,46,46
"510032",9500," 36 months",9.17,"B","B2","1 year","RENT",60000,"Source Verified","debt_consolidation","330xx",10.82,0,"Mar-08",1,8,0,8097,24.5,11
"662670",28000," 60 months",9.17,"B","B2","4 years","MORTGAGE",125000,"Not Verified","credit_card","941xx",16.54,0,"Aug-03",0,22,0,30954,84.1,45
"31287",8500," 36 months",7.51,"A","A4","5 years","MORTGAGE",32000,"Not Verified","debt_consolidation","168xx",20.48,0,"Aug-86",0,18,0,8019,15.4,56
"451834",35000," 60 months",19.97,"D","D5","10+ years","MORTGAGE",110000,"Source Verified","debt_consolidation","461xx",16.52,1,"Jun-93",0,10,1,32364,69.5,26
"742477",8000," 36 months",12.29,"C","C1","7 years","MORTGAGE",65000,"Not Verified","debt_consolidation","257xx",22.79,3,"Feb-04",0,10,0,9323,47.3,24
"459248",22000," 60 months",19.22,"D","D4","4 years","MORTGAGE",53000,"Source Verified","debt_consolidation","028xx",13.68,0,"Jan-98",0,18,0,16091,40,43
"514491",1000," 36 months",12.59,"C","C2","9 years","MORTGAGE",95000,"Not Verified","other","103xx",13.24,1,"Oct-96",1,19,0,17306,44.3,39
"826055",20000," 60 months",13.99,"C","C4","5 years","MORTGAGE",72000,"Source Verified","credit_card","761xx",25.43,1,"Nov-99",0,20,0,18294,27.3,39
"474936",16000," 60 months",11.99,"C","C1","10+ years","MORTGAGE",65000,"Not Verified","credit_card","444xx",16.88,0,"Dec-98",0,10,0,12064,63.5,16
"472808",7200," 36 months",13.44,"C","C3","2 years","RENT",28000,"Source Verified","debt_consolidation","850xx",14.49,0,"Aug-12",0,9,0,9514,40.7,10
"221743",7700," 36 months",6.62,"A","A2","5 years","OWN",18000,"Verified","debt_consolidation","485xx",25.87,0,"Feb-06",0,6,0,6121,37.8,10
"246175",20000," 36 months",6.99,"A","A3","10+ years","MORTGAGE",140000,"Source Verified","debt_consolidation","380xx",15.44,0,"Nov-94",0,15,0,33286,49.1,41
"808676",35000," 60 months",13.99,"C","C4","< 1 year","MORTGAGE",120000,"Verified","debt_consolidation","297xx",17.68,1,"Dec-04",1,13,0,5824,30.8,27
"578718",35000," 36 months",14.65,"C","C5","10+ years","RENT",210000,"Verified","credit_card","981xx",15.69,1,"Sep-82",1,14,0,45975,85.9,44
"509974",20000," 36 months",9.17,"B","B2","5 years","MORTGAGE",86933,"Not Verified","home_improvement","019xx",19.79,0,"Mar-90",1,17,0,23800,28.6,29
"42805",8500," 36 months",11.99,"B","B3","10+ years","RENT",76000,"Verified","credit_card","766xx",3.28,0,"Nov-10",0,5,0,8202,55.4,5
"126699",9925," 36 months",14.33,"C","C1","5 years","OWN",28800,"Verified","debt_consolidation","891xx",14.75,0,"Dec-06",0,11,0,7626,93,13
"320468",10800," 36 months",7.12,"A","A3","10+ years","MORTGAGE",82500,"Not Verified","credit_card","014xx",17.63,0,"Oct-96",0,7,0,15351,64,29
"24800",25000," 60 months",13.23,"C","C1","10+ years","MORTGAGE",49068,"Verified","home_improvement","330xx",12.18,0,"Mar-91",0,5,0,24666,57.8,12
"93678",12000," 36 months",17.56,"D","D1","8 years","MORTGAGE",47000,"Not Verified","credit_card","440xx",22.88,0,"Dec-03",1,11,0,16344,64.6,17
"776049",5000," 36 months",11.53,"B","B5","9 years","OWN",70000,"Source Verified","home_improvement","451xx",6.02,0,"Nov-97",0,9,1,1995,30.2,34
"701170",35000," 36 months",11.53,"B","B5","4 years","MORTGAGE",160000,"Source Verified","credit_card","945xx",15.71,0,"Jan-90",0,6,1,41743,99.9,13
"27770",22400," 60 months",13.23,"C","C1","2 years","MORTGAGE",48000,"Verified","debt_consolidation","743xx",16.45,0,"Mar-89",1,19,0,18009,40.5,35
"555712",14400," 36 months",12.69,"C","C2","3 years","MORTGAGE",45000,"Source Verified","credit_card","283xx",19.71,0,"Jun-05",1,12,0,10881,82.4,30
"523866",20000," 60 months",12.59,"C","C2","10+ years","RENT",85000,"Not Verified","debt_consolidation","100xx",7.38,0,"Sep-98",0,8,0,14838,34.4,22
"690771",13000," 36 months",7.26,"A","A4","2 years","MORTGAGE",120000,"Source Verified","debt_consolidation","321xx",13.14,0,"Mar-77",2,15,1,4747,28.9,37
"42541",12000," 36 months",11.99,"B","B3","10+ years","MORTGAGE",130000,"Source Verified","debt_consolidation","809xx",13.03,0,"Nov-97",1,9,0,10805,67,19
"720455",24000," 36 months",10.99,"B","B4","1 year","RENT",150000,"Source Verified","debt_consolidation","920xx",9.82,0,"Sep-02",1,11,0,31013,87.1,22
"665639",11000," 60 months",17.57,"D","D4","10+ years","RENT",43000,"Source Verified","debt_consolidation","177xx",21.16,0,"Jan-99",1,13,1,9991,48,27
"349263",14250," 60 months",15.61,"D","D1","7 years","MORTGAGE",150000,"Not Verified","debt_consolidation","378xx",11.6,0,"Jul-99",0,9,2,1681,22.1,34
"393047",11725," 60 months",19.52,"E","E2","6 years","MORTGAGE",74800,"Verified","credit_card","145xx",15.88,0,"Aug-01",3,12,0,4905,41,28
"332168",5000," 36 months",6.03,"A","A1","2 years","RENT",44000,"Not Verified","debt_consolidation","010xx",8.1,0,"Oct-03",0,5,0,5904,25.9,15
"217355",6000," 36 months",12.12,"B","B3","1 year","RENT",54000,"Verified","wedding","781xx",23.04,0,"Jun-07",0,15,0,6868,55.8,15
"638100",25000," 60 months",18.55,"E","E2","8 years","MORTGAGE",65000,"Verified","debt_consolidation","260xx",32.2,0,"Aug-97",1,10,3,7617,72.5,22
"445864",5100," 36 months",13.98,"C","C1","9 years","OWN",65000,"Not Verified","other","294xx",15.01,0,"Sep-88",0,9,0,22999,60.2,20
"709756",11000," 36 months",10.99,"B","B4","1 year","RENT",95000,"Source Verified","debt_consolidation","339xx",25.51,0,"Oct-05",0,18,0,19194,69.5,32
"90394",2450," 36 months",19.2,"D","D3","6 years","RENT",25000,"Not Verified","debt_consolidation","275xx",15.79,1,"Oct-06",0,5,0,2611,46.6,8
"50304",5700," 36 months",19.97,"D","D5","10+ years","OWN",50000,"Verified","debt_consolidation","490xx",31.23,1,"Nov-94",6,12,0,9736,70.6,32
"824842",17000," 36 months",12.29,"C","C1","2 years","MORTGAGE",62000,"Verified","debt_consolidation","060xx",16.55,0,"Mar-08",0,17,0,15966,100.4,19
"583973",27300," 60 months",23.99,"F","F3","< 1 year","OWN",65000,"Verified","home_improvement","853xx",21.79,0,"Jun-90",0,16,0,58009,53.4,36
"175635",13200," 36 months",6.62,"A","A2","5 years","OWN",40000,"Not Verified","credit_card","560xx",12.18,0,"Jul-94",0,13,0,29041,28.8,30
"215603",10000," 36 months",15.31,"C","C3","4 years","RENT",41000,"Source Verified","debt_consolidation","604xx",22.97,0,"Feb-02",1,5,0,4759,82.1,8
